Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Differences	ST	ST Complex	Lineage	Subspecies	adk	fumC	gyrB	icd	mdh	purA	recA
ESC_TA9526AA	ESBL3427	ERR3393288;ILLUMINA;Paired;300;ERX3417152;SRA	Livestock	Swine	Sus scrofa domesticus; meat	2017				Europe	Netherlands					52.132633	5.291266	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB33169	ERP115939		SAMEA5732319	ERS3535622	2021-01-22	2021-01-20	ESC_TA9526AA	NaN	678		B1		6	6	5	136	9	7	7
ESC_TA9527AA	ESBL3609	ERR3393287;ILLUMINA;Paired;300;ERX3417151;SRA	Livestock	Swine	Sus scrofa domesticus; meat	2017				Europe	Netherlands					52.132633	5.291266	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB33169	ERP115939		SAMEA5732318	ERS3535621	2021-01-22	2021-01-20	ESC_TA9527AA	NaN	156	ST156 Cplx	AxB1		6	29	32	16	11	8	44
ESC_TA9528AA	NRS 2017 ESBL 19.81	ERR3393286;ILLUMINA;Paired;300;ERX3417150;SRA	Livestock	Bovine	Bos taurus; caecal sample	2017				Europe	Netherlands					52.132633	5.291266	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB33169	ERP115939		SAMEA5732317	ERS3535620	2021-01-22	2021-01-20	ESC_TA9528AA	NaN	5175	ST155 Cplx			6	4	432	16	24	8	14
ESC_TA9529AA	ESBL3575	ERR3393285;ILLUMINA;Paired;300;ERX3417149;SRA	Livestock	Bovine	Bos taurus; meat	2017				Europe	Netherlands					52.132633	5.291266	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB33169	ERP115939		SAMEA5732316	ERS3535619	2021-01-22	2021-01-20	ESC_TA9529AA	NaN	361		A		10	99	5	91	8	7	2
ESC_TA9530AA	ESBL3603	ERR3393284;ILLUMINA;Paired;300;ERX3417148;SRA	Livestock	Bovine	Bos taurus; meat	2017				Europe	Netherlands					52.132633	5.291266	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB33169	ERP115939		SAMEA5732315	ERS3535618	2021-01-22	2021-01-20	ESC_TA9530AA	NaN	11537		AxB1		6	7	1086	1	410	939	2
ESC_TA9531AA	NRS 2017 ESBL 22.33	ERR3393283;ILLUMINA;Paired;300;ERX3417147;SRA	Livestock	Bovine	Bos taurus; caecal sample	2017				Europe	Netherlands					52.132633	5.291266	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB33169	ERP115939		SAMEA5732314	ERS3535617	2021-01-22	2021-01-20	ESC_TA9531AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_TA9532AA	NRS 2017 ESBL 19.14	ERR3393282;ILLUMINA;Paired;300;ERX3417146;SRA	Livestock	Bovine	Bos taurus; caecal sample	2017				Europe	Netherlands					52.132633	5.291266	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB33169	ERP115939		SAMEA5732313	ERS3535616	2021-01-22	2021-01-20	ESC_TA9532AA	NaN	88	ST23 Cplx	B1		6	4	12	1	20	12	7
ESC_TA9533AA	ESBL3613	ERR3393281;ILLUMINA;Paired;300;ERX3417145;SRA	Livestock	Bovine	Bos taurus; meat	2017				Europe	Netherlands					52.132633	5.291266	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB33169	ERP115939		SAMEA5732312	ERS3535615	2021-01-22	2021-01-20	ESC_TA9533AA	NaN	11848				6	1776	1	91	8	8	2
ESC_TA9534AA	ECO NRS 199.63	ERR3393280;ILLUMINA;Paired;300;ERX3417144;SRA	Livestock	Swine	Sus scrofa domesticus; caecal sample	2017				Europe	Netherlands					52.132633	5.291266	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB33169	ERP115939		SAMEA5732311	ERS3535614	2021-01-22	2021-01-20	ESC_TA9534AA	NaN	11848				6	1776	1	91	8	8	2
ESC_TA9535AA	ECO NRS 187.57	ERR3393279;ILLUMINA;Paired;300;ERX3417143;SRA	Livestock	Swine	Sus scrofa domesticus; caecal sample	2017				Europe	Netherlands					52.132633	5.291266	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB33169	ERP115939		SAMEA5732310	ERS3535613	2021-01-22	2021-01-20	ESC_TA9535AA	NaN	88	ST23 Cplx	B1		6	4	12	1	20	12	7
ESC_UA5252AA	DTU2018-483-PRJ1121-Escherichia-coli-ESBL3354	ERR5443210;ILLUMINA;Paired;;ERX5227838;SRA	Poultry	Poultry	Gallus gallus; meat sample	2016				Europe	Netherlands					52.5001698	5.7480821	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB43584	ERP127552		SAMEA8227273	ERS5913844	2021-03-20	2021-03-17	ESC_UA5252AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_UA5253AA	DTU2018-342-PRJ1121-Escherichia-coli-E3829	ERR5443209;ILLUMINA;Paired;;ERX5227837;SRA	Food	Avian	Meleagris gallopavo; meat sample	2016				Europe	Netherlands					52.5001698	5.7480821	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB43584	ERP127552		SAMEA8227272	ERS5913843	2021-03-20	2021-03-17	ESC_UA5253AA	NaN	744	ST10 Cplx			10	11	135	8	8	8	2
ESC_UA5254AA	DTU2018-341-PRJ1121-Escherichia-coli-E3669	ERR5443208;ILLUMINA;Paired;;ERX5227836;SRA	Food	Avian	Meleagris gallopavo; meat sample	2016				Europe	Netherlands					52.5001698	5.7480821	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB43584	ERP127552		SAMEA8227271	ERS5913842	2021-03-20	2021-03-17	ESC_UA5254AA	NaN	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_UA5255AA	DTU2018-346-PRJ1121-Escherichia-coli-ESBL-16-43	ERR5443207;ILLUMINA;Paired;;ERX5227835;SRA	Poultry	Poultry	Gallus gallus; caecal sample	2016				Europe	Netherlands					52.5001698	5.7480821	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB43584	ERP127552		SAMEA8227270	ERS5913841	2021-03-20	2021-03-17	ESC_UA5255AA	NaN	1072		A		64	4	5	83	8	8	6
ESC_UA5256AA	DTU2018-278-PRJ1121-Escherichia-coli-ESBL-13-46_S27_L001	ERR5443206;ILLUMINA;Paired;;ERX5227834;SRA	Poultry	Poultry	Gallus gallus; caecal sample	2016				Europe	Netherlands					52.5001698	5.7480821	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB43584	ERP127552		SAMEA8227269	ERS5913840	2021-03-20	2021-03-17	ESC_UA5256AA	NaN	12022	ST354 Cplx			85	88	78	29	59	58	933
ESC_UA5257AA	DTU2018-344-PRJ1121-Escherichia-coli-ESBL-12-73	ERR5443205;ILLUMINA;Paired;;ERX5227833;SRA	Poultry	Poultry	Gallus gallus; caecal sample	2016				Europe	Netherlands					52.5001698	5.7480821	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB43584	ERP127552		SAMEA8227268	ERS5913839	2021-03-20	2021-03-17	ESC_UA5257AA	NaN	189	ST165 Cplx	A		10	27	5	10	12	8	49
ESC_UA5258AA	DTU2018-1379-PRJ1121-Escherichia-coli-ESBL-11-57_S30_L001	ERR5443204;ILLUMINA;Paired;;ERX5227832;SRA	Poultry	Poultry	Gallus gallus; caecal sample	2016				Europe	Netherlands					52.5001698	5.7480821	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB43584	ERP127552		SAMEA8227267	ERS5913838	2021-03-20	2021-03-17	ESC_UA5258AA	NaN	189	ST165 Cplx	A		10	27	5	10	12	8	49
ESC_UA5259AA	DTU2018-345-PRJ1121-Escherichia-coli-ESBL-12-53	ERR5443203;ILLUMINA;Paired;;ERX5227831;SRA	Poultry	Poultry	Gallus gallus; caecal sample	2016				Europe	Netherlands					52.5001698	5.7480821	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB43584	ERP127552		SAMEA8227266	ERS5913837	2021-03-20	2021-03-17	ESC_UA5259AA	NaN	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_UA5260AA	DTU2018-340-PRJ1121-Escherichia-coli-ESBL3358	ERR5443202;ILLUMINA;Paired;;ERX5227830;SRA	Food	Avian	Meleagris gallopavo; meat sample	2016				Europe	Netherlands					52.5001698	5.7480821	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB43584	ERP127552		SAMEA8227265	ERS5913836	2021-03-20	2021-03-17	ESC_UA5260AA	NaN	117		ABD		20	45	41	43	5	32	2
ESC_UA5261AA	DTU2018-339-PRJ1121-Escherichia-coli-ESBL3350	ERR5443201;ILLUMINA;Paired;;ERX5227829;SRA	Poultry	Poultry	Gallus gallus; meat sample	2016				Europe	Netherlands					52.5001698	5.7480821	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB43584	ERP127552		SAMEA8227264	ERS5913835	2021-03-20	2021-03-17	ESC_UA5261AA	NaN	12023	ST10 Cplx	A		10	11	1153	8	8	8	2
ESC_UA5262AA	DTU2018-338-PRJ1121-Escherichia-coli-ESBL3340	ERR5443200;ILLUMINA;Paired;;ERX5227828;SRA	Poultry	Poultry	Gallus gallus; meat sample	2016				Europe	Netherlands					52.5001698	5.7480821	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB43584	ERP127552		SAMEA8227263	ERS5913834	2021-03-20	2021-03-17	ESC_UA5262AA	NaN	429		B2		97	40	93	13	23	28	66
ESC_UA6631AA	85	SRR14040302;ILLUMINA;Paired;;SRX10416722;SRA	Human	Human	Homo sapiens; human, urine	1980				Europe	Netherlands							University of Muenster	Escherichia coli								PRJNA716285	SRP311759		SAMN18416560	SRS8537681	2021-03-25	2021-03-23	ESC_UA6631AA	NaN	73	ST73 Cplx	B2		36	24	9	13	17	11	25
ESC_UA9952AA	Chicken/NL/Dev/SP01539-4/11	traces-0UbDqPg;ILLUMINA;Paired;;NA;Uploaded	Poultry	Avian		2011				Europe	Netherlands							R.Dijkman	Escherichia coli													2021-04-16	2021-04-16	ESC_UA9952AA	NaN	95	ST95 Cplx	B2		37	38	19	37	17	11	26
ESC_VA3445AA	110504008	ERR4843322;ILLUMINA;Paired;300;ERX4713108;SRA	Livestock	Bovine	Bos taurus; veal	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577675	ERS5336014	2021-05-13	2021-05-11	ESC_VA3445AA	NaN	2329		AxB1		9	6	33	18	7	8	7
ESC_VA3446AA	110504006	ERR4843321;ILLUMINA;Paired;300;ERX4713107;SRA	Livestock	Bovine	Bos taurus; veal	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577674	ERS5336013	2021-05-13	2021-05-11	ESC_VA3446AA	NaN	2329		AxB1		9	6	33	18	7	8	7
ESC_VA3447AA	110504004	ERR4843320;ILLUMINA;Paired;300;ERX4713106;SRA	Livestock	Bovine	Bos taurus; veal	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577673	ERS5336012	2021-05-13	2021-05-11	ESC_VA3447AA	NaN	155	ST155 Cplx	B1		6	4	14	16	24	8	14
ESC_VA3448AA	110504002	ERR4843319;ILLUMINA;Paired;300;ERX4713105;SRA	Livestock	Bovine	Bos taurus; veal	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577672	ERS5336011	2021-05-13	2021-05-11	ESC_VA3448AA	NaN	2329		AxB1		9	6	33	18	7	8	7
ESC_VA3449AA	110004020	ERR4843318;ILLUMINA;Paired;300;ERX4713104;SRA	Livestock	Bovine	Bos taurus; veal	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577671	ERS5336010	2021-05-13	2021-05-11	ESC_VA3449AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_VA3450AA	110004018	ERR4843317;ILLUMINA;Paired;300;ERX4713103;SRA	Livestock	Bovine	Bos taurus; veal	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577670	ERS5336009	2021-05-13	2021-05-11	ESC_VA3450AA	NaN	48	ST10 Cplx	A		6	11	4	8	8	8	2
ESC_VA3451AA	110004016	ERR4843316;ILLUMINA;Paired;300;ERX4713102;SRA	Livestock	Bovine	Bos taurus; veal	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577669	ERS5336008	2021-05-13	2021-05-11	ESC_VA3451AA	NaN	56	ST155 Cplx	B1		6	4	4	18	24	5	14
ESC_VA3452AA	110004014	ERR4843315;ILLUMINA;Paired;300;ERX4713101;SRA	Livestock	Bovine	Bos taurus; veal	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577667	ERS5336007	2021-05-13	2021-05-11	ESC_VA3452AA	NaN	10170	ST10 Cplx	A		10	11	4	1169	8	18	2
ESC_VA3453AA	110004012	ERR4843314;ILLUMINA;Paired;300;ERX4713100;SRA	Livestock	Bovine	Bos taurus; veal	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577666	ERS5336006	2021-05-13	2021-05-11	ESC_VA3453AA	NaN	6071		AxB1		136	11	5	1	12	8	6
ESC_VA3454AA	110004010	ERR4843313;ILLUMINA;Paired;300;ERX4713099;SRA	Livestock	Bovine	Bos taurus; veal	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577665	ERS5336005	2021-05-13	2021-05-11	ESC_VA3454AA	NaN	10170	ST10 Cplx	A		10	11	4	1169	8	18	2
ESC_VA3455AA	110004008	ERR4843312;ILLUMINA;Paired;300;ERX4713098;SRA	Livestock	Bovine	Bos taurus; veal	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577664	ERS5336004	2021-05-13	2021-05-11	ESC_VA3455AA	NaN	6836	ST165 Cplx			10	920	5	10	12	8	6
ESC_VA3456AA	110004006	ERR4843311;ILLUMINA;Paired;300;ERX4713097;SRA	Livestock	Bovine	Bos taurus; veal	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577663	ERS5336003	2021-05-13	2021-05-11	ESC_VA3456AA	NaN	1252		B1		176	4	12	16	7	7	7
ESC_VA3457AA	110004004	ERR4843310;ILLUMINA;Paired;300;ERX4713096;SRA	Livestock	Bovine	Bos taurus; veal	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577662	ERS5336002	2021-05-13	2021-05-11	ESC_VA3457AA	NaN	1072		A		64	4	5	83	8	8	6
ESC_VA3458AA	110004002	ERR4843309;ILLUMINA;Paired;300;ERX4713095;SRA	Livestock	Bovine	Bos taurus; veal	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577661	ERS5336001	2021-05-13	2021-05-11	ESC_VA3458AA	NaN	56	ST155 Cplx	B1		6	4	4	18	24	5	14
ESC_VA3459AA	104603020	ERR4843308;ILLUMINA;Paired;300;ERX4713094;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577660	ERS5336000	2021-05-13	2021-05-11	ESC_VA3459AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_VA3460AA	104603018	ERR4843307;ILLUMINA;Paired;300;ERX4713093;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577659	ERS5335999	2021-05-13	2021-05-11	ESC_VA3460AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_VA3461AA	104603016	ERR4843306;ILLUMINA;Paired;300;ERX4713092;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577658	ERS5335998	2021-05-13	2021-05-11	ESC_VA3461AA	NaN	140	ST95 Cplx	B2		55	38	19	37	17	11	26
ESC_VA3462AA	104603014	ERR4843305;ILLUMINA;Paired;300;ERX4713091;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577657	ERS5335997	2021-05-13	2021-05-11	ESC_VA3462AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_VA3463AA	104603012	ERR4843304;ILLUMINA;Paired;300;ERX4713090;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577656	ERS5335996	2021-05-13	2021-05-11	ESC_VA3463AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_VA3464AA	104603010	ERR4843303;ILLUMINA;Paired;300;ERX4713089;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577655	ERS5335995	2021-05-13	2021-05-11	ESC_VA3464AA	NaN	4710		AxB1		6	11	230	1	8	8	6
ESC_VA3465AA	104603008	ERR4843302;ILLUMINA;Paired;300;ERX4713088;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577654	ERS5335994	2021-05-13	2021-05-11	ESC_VA3465AA	NaN	57	ST350 Cplx	AxB1		6	31	5	28	1	1	2
ESC_VA3466AA	104603006	ERR4843301;ILLUMINA;Paired;300;ERX4713087;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577653	ERS5335993	2021-05-13	2021-05-11	ESC_VA3466AA	NaN	4710		AxB1		6	11	230	1	8	8	6
ESC_VA3467AA	104603004	ERR4843300;ILLUMINA;Paired;300;ERX4713086;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577652	ERS5335992	2021-05-13	2021-05-11	ESC_VA3467AA	NaN	12192	ST168 Cplx	A		602	11	4	1479	7	8	2
ESC_VA3468AA	104603002	ERR4843299;ILLUMINA;Paired;300;ERX4713085;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577651	ERS5335991	2021-05-13	2021-05-11	ESC_VA3468AA	NaN	4663	ST278 Cplx	AxB1		6	556	5	18	11	8	6
ESC_VA3469AA	103902020	ERR4843298;ILLUMINA;Paired;300;ERX4713084;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577650	ERS5335990	2021-05-13	2021-05-11	ESC_VA3469AA	NaN	542		A		112	11	5	12	8	8	86
ESC_VA3470AA	103902018	ERR4843297;ILLUMINA;Paired;300;ERX4713083;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577649	ERS5335989	2021-05-13	2021-05-11	ESC_VA3470AA	NaN	58	ST155 Cplx	AxB1		6	4	4	16	24	8	14
ESC_VA3471AA	103902016	ERR4843296;ILLUMINA;Paired;300;ERX4713082;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577648	ERS5335988	2021-05-13	2021-05-11	ESC_VA3471AA	NaN	101	ST101 Cplx	B1		43	41	15	18	11	7	6
ESC_VA3472AA	103902014	ERR4843295;ILLUMINA;Paired;300;ERX4713081;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577647	ERS5335987	2021-05-13	2021-05-11	ESC_VA3472AA	NaN	847				6	6	5	26	9	13	98
ESC_VA3473AA	103902012	ERR4843294;ILLUMINA;Paired;300;ERX4713080;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577646	ERS5335986	2021-05-13	2021-05-11	ESC_VA3473AA	NaN	8431	ST23 Cplx			6	4	12	1	723	12	7
ESC_VA3474AA	103902010	ERR4843293;ILLUMINA;Paired;300;ERX4713079;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577645	ERS5335985	2021-05-13	2021-05-11	ESC_VA3474AA	NaN	58	ST155 Cplx	AxB1		6	4	4	16	24	8	14
ESC_VA3475AA	103902008	ERR4843292;ILLUMINA;Paired;300;ERX4713078;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577644	ERS5335984	2021-05-13	2021-05-11	ESC_VA3475AA	NaN	3564	ST23 Cplx			6	4	12	1	20	290	7
ESC_VA3476AA	103902006	ERR4843291;ILLUMINA;Paired;300;ERX4713077;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577643	ERS5335983	2021-05-13	2021-05-11	ESC_VA3476AA	NaN	58	ST155 Cplx	AxB1		6	4	4	16	24	8	14
ESC_VA3477AA	103902004	ERR4843290;ILLUMINA;Paired;300;ERX4713076;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577642	ERS5335982	2021-05-13	2021-05-11	ESC_VA3477AA	NaN	117		ABD		20	45	41	43	5	32	2
ESC_VA3478AA	103902002	ERR4843289;ILLUMINA;Paired;300;ERX4713075;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577641	ERS5335981	2021-05-13	2021-05-11	ESC_VA3478AA	NaN	12188	ST10 Cplx	A		10	1837	4	8	8	8	2
ESC_VA3479AA	103003020	ERR4843288;ILLUMINA;Paired;300;ERX4713074;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577640	ERS5335980	2021-05-13	2021-05-11	ESC_VA3479AA	NaN	3860	ST165 Cplx	A		10	11	5	10	12	8	2
ESC_VA3480AA	103003018	ERR4843287;ILLUMINA;Paired;300;ERX4713073;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577639	ERS5335979	2021-05-13	2021-05-12	ESC_VA3480AA	NaN	48	ST10 Cplx	A		6	11	4	8	8	8	2
