Uberstrain,Name,Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status),Source Niche,Source Type,Source Details,Collection Year,Collection Month,Collection Day,Collection Time,Continent,Country,Region,District,City,Post Code,Latitude,Longitude,Lab Contact,Species,Serological Group,Serotype,EcoR Cluster,Path/Nonpath,Simple Patho,Comment,Simple Disease,Disease,Bio Project ID,Project ID,Sample ID,Secondary Sample ID,Date Entered,Release Date,Barcode,Differences,ST,ST Complex,Lineage,Subspecies,adk,fumC,gyrB,icd,mdh,purA,recA
ESC_RA4607AA,BLSE77-2012,ERR4131625;ILLUMINA;Paired;300;ERX4098998;SRA,Human,Human,Homo sapiens; urine,2012,,,,Europe,France,,,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6823488,ERS4551118,5/17/20,5/12/20,ESC_RA4607AA,,117,,ABD,,20,45,41,43,5,32,2
ESC_RA4608AA,BLSE34-2012,ERR4131624;ILLUMINA;Paired;300;ERX4098997;SRA,Human,Human,Homo sapiens; urine,2012,,,,Europe,France,,,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6823487,ERS4551117,5/17/20,5/12/20,ESC_RA4608AA,,38,ST38 Cplx,D,,4,26,2,25,5,5,19
ESC_RA4609AA,BLSE27-2012,ERR4131623;ILLUMINA;Paired;300;ERX4098996;SRA,Human,Human,Homo sapiens; urine,2012,,,,Europe,France,,,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6823486,ERS4551116,5/17/20,5/12/20,ESC_RA4609AA,,38,ST38 Cplx,D,,4,26,2,25,5,5,19
ESC_RA4610AA,BLSE20-2012,ERR4131622;ILLUMINA;Paired;300;ERX4098995;SRA,Human,Human,Homo sapiens; urine,2012,,,,Europe,France,,,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6823485,ERS4551115,5/17/20,5/12/20,ESC_RA4610AA,,117,,ABD,,20,45,41,43,5,32,2
ESC_RA4611AA,BLSE17-2012,ERR4131621;ILLUMINA;Paired;300;ERX4098994;SRA,Human,Human,Homo sapiens; urine,2012,,,,Europe,France,,,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6823484,ERS4551114,5/17/20,5/12/20,ESC_RA4611AA,,23,ST23 Cplx,B1,,6,4,12,1,20,13,7
ESC_RA4612AA,BLSE114-2012,ERR4131620;ILLUMINA;Paired;300;ERX4098993;SRA,Human,Human,Homo sapiens; blood,2012,,,,Europe,France,,,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6823491,ERS4551121,5/17/20,5/12/20,ESC_RA4612AA,,1670,,D,,18,218,67,240,5,5,4
ESC_RA4613AA,BLSE124-2012,ERR4131619;ILLUMINA;Paired;300;ERX4098992;SRA,Human,Human,Homo sapiens; blood,2012,,,,Europe,France,,,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6823492,ERS4551122,5/17/20,5/12/20,ESC_RA4613AA,,3249,ST23 Cplx,,,6,4,313,1,20,18,7
ESC_RA4614AA,BLSE128-2012,ERR4131618;ILLUMINA;Paired;300;ERX4098991;SRA,Human,Human,Homo sapiens; urine,2012,,,,Europe,France,,,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6823493,ERS4551123,5/17/20,5/12/20,ESC_RA4614AA,,746,ST10 Cplx,A,,10,7,4,8,12,8,2
ESC_RA4615AA,BLSE143-2012,ERR4131617;ILLUMINA;Paired;300;ERX4098990;SRA,Human,Human,Homo sapiens; urine,2012,,,,Europe,France,,,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6823494,ERS4551124,5/17/20,5/12/20,ESC_RA4615AA,,681,,B2,,38,39,30,13,17,25,28
ESC_RA4616AA,BLSE175-2012,ERR4131616;ILLUMINA;Paired;300;ERX4098989;SRA,Human,Human,Homo sapiens; blood,2012,,,,Europe,France,,,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6823495,ERS4551125,5/17/20,5/12/20,ESC_RA4616AA,,117,,ABD,,20,45,41,43,5,32,2
ESC_RA4617AA,BLSE192-2012,ERR4131615;ILLUMINA;Paired;300;ERX4098988;SRA,Human,Human,Homo sapiens; Biopsy,2012,,,,Europe,France,,,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6823496,ERS4551126,5/17/20,5/12/20,ESC_RA4617AA,,11114,ST12 Cplx,B2,,1143,13,9,13,16,10,9
ESC_RA4618AA,BLSE200-2012,ERR4131614;ILLUMINA;Paired;300;ERX4098987;SRA,Human,Human,Homo sapiens; urine,2012,,,,Europe,France,,,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6823497,ERS4551127,5/17/20,5/12/20,ESC_RA4618AA,,12,ST12 Cplx,B2,,13,13,9,13,16,10,9
ESC_RA4619AA,BLSE120-2012,ERR4131613;ILLUMINA;Paired;300;ERX4098986;SRA,Human,Human,Homo sapiens; urine,2012,,,,Europe,France,,,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6823498,ERS4551128,5/17/20,5/12/20,ESC_RA4619AA,,167,ST10 Cplx,A,,10,11,4,8,8,13,2
ESC_RA4620AA,BLSE171-2012,ERR4131612;ILLUMINA;Paired;300;ERX4098985;SRA,Human,Human,Homo sapiens; urine,2012,,,,Europe,France,,,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6823499,ERS4551129,5/17/20,5/12/20,ESC_RA4620AA,,117,,ABD,,20,45,41,43,5,32,2
ESC_RA4621AA,BLSE11-2012,ERR4131610;ILLUMINA;Paired;300;ERX4098983;SRA,Human,Human,Homo sapiens; urine,2012,,,,Europe,France,,,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6823483,ERS4551113,5/17/20,5/12/20,ESC_RA4621AA,,23,ST23 Cplx,B1,,6,4,12,1,20,13,7
ESC_RA4663AA,202002259,traces-0QnwmHW;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,Sf6 (biovar Boyd 88),,,,,,,,,,,5/18/20,5/25/21,ESC_RA4663AA,,145,ST243 Cplx,B1,,1,10,1,1,1,1,1
ESC_RA4664AA,202002283,traces-0gYrRIN;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella sonnei,,Ss,,,,,,,,,,,5/18/20,5/25/21,ESC_RA4664AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_RA4833AA,202001644,traces-0rkyJij;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O171 (PCR),,,,,,,,,,,5/20/20,5/27/21,ESC_RA4833AA,,297,,AxB1,,6,65,32,26,9,8,2
ESC_RA4834AA,202002217,traces-0zYbbMn;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O171 (PCR),,,,,,,,,,,5/20/20,5/27/21,ESC_RA4834AA,,297,,AxB1,,6,65,32,26,9,8,2
ESC_RA4999AA,201802813,traces-0QppcFP;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2018,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O171 (PCR),,,,,,,,,,,5/25/20,6/1/21,ESC_RA4999AA,,297,,AxB1,,6,65,32,26,9,8,2
ESC_RA5000AA,202002378,traces-0EtITlB;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella sonnei,,,,,,,,,,,,,5/25/20,6/1/21,ESC_RA5000AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_RA5001AA,202002379,traces-0olVlYL;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,Sf3a,,,,,,,,,,,5/25/20,6/1/21,ESC_RA5001AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_RA5002AA,202002382,traces-0DiILQP;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella sonnei,,,,,,,,,,,,,5/25/20,6/1/21,ESC_RA5002AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_RA5003AA,202002383,traces-0BYOoYI;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,Sf1b,,,,,,,,,,,5/25/20,6/1/21,ESC_RA5003AA,,7384,ST245 Cplx,,,6,61,6,11,13,563,50
ESC_RA5004AA,202002381,traces-0rosrKn;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,Sf2b,,,,,,,,,,,5/25/20,6/1/21,ESC_RA5004AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_RA5005AA,202002357,traces-0SPVtHS;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella sonnei,,Ss,,,,,,,,,,,5/25/20,6/1/21,ESC_RA5005AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_RA5006AA,202002358,traces-0uqqakT;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella sonnei,,Ss,,,,,,,,,,,5/25/20,6/1/21,ESC_RA5006AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_RA5007AA,202002376,traces-0gMAWpu;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,Sf2a,,,,,,,,,,,5/25/20,6/1/21,ESC_RA5007AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_RA5008AA,202002377,traces-0uEmBpa;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella sonnei,,,,,,,,,,,,,5/25/20,6/1/21,ESC_RA5008AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_RA5009AA,202002375,traces-0AeEduj;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,Sf6 (biovar Boyd 88),,,,,,,,,,,5/25/20,6/1/21,ESC_RA5009AA,,145,ST243 Cplx,B1,,1,10,1,1,1,1,1
ESC_RA5601AA,202002578,"traces-0nYdbaN;ILLUMINA;Paired;;NA;Uploaded,traces-0zkaxxA;ILLUMINA;Paired;;NA;Uploaded,traces-0ynpzMc;ILLUMINA;Paired;;NA;Uploaded",Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:26 (PCR),,,,,,,,,,,6/2/20,6/9/21,ESC_RA5601AA,,21,ST29 Cplx,B1,,16,4,12,16,9,7,7
ESC_RA5602AA,202002577,"traces-0eHueey;ILLUMINA;Paired;;NA;Uploaded,traces-0rLgVgK;ILLUMINA;Paired;;NA;Uploaded,traces-0veyCLs;ILLUMINA;Paired;;NA;Uploaded",Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:26 (PCR),,,,,,,,,,,6/2/20,6/9/21,ESC_RA5602AA,,21,ST29 Cplx,B1,,16,4,12,16,9,7,7
ESC_RA5603AA,202002571,"traces-0WtnYxO;ILLUMINA;Paired;;NA;Uploaded,traces-0kszbUT;ILLUMINA;Paired;;NA;Uploaded,traces-0mnyVnv;ILLUMINA;Paired;;NA;Uploaded",Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:26 (PCR),,,,,,,,,,,6/2/20,6/9/21,ESC_RA5603AA,,21,ST29 Cplx,B1,,16,4,12,16,9,7,7
ESC_RA5604AA,202002579,"traces-0OZbBAF;ILLUMINA;Paired;;NA;Uploaded,traces-0OQpEEZ;ILLUMINA;Paired;;NA;Uploaded,traces-0GuobMr;ILLUMINA;Paired;;NA;Uploaded",Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:26 (PCR),,,,,,,,,,,6/2/20,6/9/21,ESC_RA5604AA,,21,ST29 Cplx,B1,,16,4,12,16,9,7,7
ESC_RA5605AA,202002574,"traces-0ZUPFKC;ILLUMINA;Paired;;NA;Uploaded,traces-0tEBRKC;ILLUMINA;Paired;;NA;Uploaded",Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:80 (PCR),,,,,,,,,,,6/2/20,6/9/21,ESC_RA5605AA,,301,ST165 Cplx,,,78,27,5,10,12,8,2
ESC_RA5606AA,202002572,"traces-0ZeebMS;ILLUMINA;Paired;;NA;Uploaded,traces-0DFNlBR;ILLUMINA;Paired;;NA;Uploaded",Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:80 (PCR),,,,,,,,,,,6/2/20,6/9/21,ESC_RA5606AA,,301,ST165 Cplx,,,78,27,5,10,12,8,2
ESC_RA5607AA,202002573,traces-0LqOPmu;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2019,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:157 (PCR),,,,,,,,,,,6/2/20,6/9/21,ESC_RA5607AA,,11,ST11 Cplx,ABD,,12,12,8,12,15,2,2
ESC_RA5611AA,201510053,traces-0LKfFoj;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,Sf1c,,,,,,,,,,,6/2/20,6/9/21,ESC_RA5611AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_RA5612AA,202002427,traces-0zJOSmI;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,Sf3a,,,,,,,,,,,6/2/20,6/9/21,ESC_RA5612AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_RA5613AA,202002451,traces-0gXxuPZ;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella sonnei,,Ss,,,,,,,,,,,6/2/20,6/9/21,ESC_RA5613AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_RA5797AA,202002634,traces-0dDmVWl;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2019,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:26 (PCR),,,,,,,,,,,6/5/20,6/12/21,ESC_RA5797AA,,21,ST29 Cplx,B1,,16,4,12,16,9,7,7
ESC_RA5798AA,202002632,traces-0wUWGRK;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2019,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:26 (PCR),,,,,,,,,,,6/5/20,6/12/21,ESC_RA5798AA,,21,ST29 Cplx,B1,,16,4,12,16,9,7,7
ESC_RA5799AA,202002635,traces-0CAhfhP;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2019,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:26 (PCR),,,,,,,,,,,6/5/20,6/12/21,ESC_RA5799AA,,21,ST29 Cplx,B1,,16,4,12,16,9,7,7
ESC_RA5800AA,201911555bis,traces-0EsUoie;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,,,,,,,,,,,,6/5/20,6/12/21,ESC_RA5800AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_RA5810AA,202002488,traces-0mmRsXp;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,Sf1c,,,,,,,,,,,6/8/20,6/8/20,ESC_RA5810AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_RA5811AA,202002486,traces-0DCFIdo;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,Sf1b,,,,,,,,,,,6/8/20,6/8/20,ESC_RA5811AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_RA6119AA,PAP45,ERR4210268;ILLUMINA;Paired;300;ERX4171296;SRA,Human,Human,Homo sapiens; urine,2013,,,,Europe,France,Guadeloupe,Guadeloupe,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6921717,ERS4631636,6/10/20,6/9/20,ESC_RA6119AA,,2015,,,,76,319,30,37,17,10,96
ESC_RA6120AA,PAP43,ERR4210267;ILLUMINA;Paired;300;ERX4171295;SRA,Human,Human,Homo sapiens; urine,2013,,,,Europe,France,Guadeloupe,Guadeloupe,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6921716,ERS4631635,6/10/20,6/9/20,ESC_RA6120AA,,23,ST23 Cplx,B1,,6,4,12,1,20,13,7
ESC_RA6121AA,PAP37,ERR4210266;ILLUMINA;Paired;300;ERX4171294;SRA,Human,Human,Homo sapiens; urine,2013,,,,Europe,France,Guadeloupe,Guadeloupe,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6921715,ERS4631634,6/10/20,6/9/20,ESC_RA6121AA,,117,,ABD,,20,45,41,43,5,32,2
ESC_RA6122AA,PAP34,ERR4210265;ILLUMINA;Paired;300;ERX4171293;SRA,Human,Human,Homo sapiens; urine,2013,,,,Europe,France,Guadeloupe,Guadeloupe,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6921714,ERS4631633,6/10/20,6/9/20,ESC_RA6122AA,,10,ST10 Cplx,A,,10,11,4,8,8,8,2
ESC_RA6123AA,NC105,ERR4210264;ILLUMINA;Paired;300;ERX4171292;SRA,Human,Human,Homo sapiens; catheter,2014,,,,Europe,France,,,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6921713,ERS4631632,6/10/20,6/9/20,ESC_RA6123AA,,1170,,B2,,13,40,19,13,23,28,109
ESC_RA6124AA,GHSR6,ERR4210263;ILLUMINA;Paired;300;ERX4171291;SRA,Human,Human,Homo sapiens; urine,2013,,,,Europe,France,,,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6921712,ERS4631631,6/10/20,6/9/20,ESC_RA6124AA,,683,ST155 Cplx,,,6,4,127,16,24,8,6
ESC_RA6125AA,CVL138,ERR4210262;ILLUMINA;Paired;300;ERX4171290;SRA,Human,Human,Homo sapiens; urine,2019,,,,Europe,France,,,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6921711,ERS4631630,6/10/20,6/9/20,ESC_RA6125AA,,1485,ST648 Cplx,,,92,231,87,96,70,58,2
ESC_RA6126AA,CNR3515,ERR4210261;ILLUMINA;Paired;300;ERX4171289;SRA,Human,Human,Homo sapiens; feces,2019,,,,Europe,France,,,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6921710,ERS4631629,6/10/20,6/9/20,ESC_RA6126AA,,12,ST12 Cplx,B2,,13,13,9,13,16,10,9
ESC_RA6127AA,CNR1626,ERR4210260;ILLUMINA;Paired;300;ERX4171288;SRA,Human,Human,Homo sapiens; urine,2016,,,,Europe,France,,,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6921709,ERS4631628,6/10/20,6/9/20,ESC_RA6127AA,,4421,,B1,,6,41,3,18,11,7,14
ESC_RA6128AA,BLSE2018-193,ERR4210259;ILLUMINA;Paired;300;ERX4171287;SRA,Human,Human,Homo sapiens; urine,2018,,,,Europe,France,,,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6921708,ERS4631627,6/10/20,6/9/20,ESC_RA6128AA,,88,ST23 Cplx,B1,,6,4,12,1,20,12,7
ESC_RA6129AA,BLSE2018-179,ERR4210258;ILLUMINA;Paired;300;ERX4171286;SRA,Human,Human,Homo sapiens; urine,2018,,,,Europe,France,,,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6921707,ERS4631626,6/10/20,6/9/20,ESC_RA6129AA,,10,ST10 Cplx,A,,10,11,4,8,8,8,2
ESC_RA6130AA,BLSE2018-119,ERR4210257;ILLUMINA;Paired;300;ERX4171285;SRA,Human,Human,Homo sapiens; skin,2018,,,,Europe,France,,,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6921706,ERS4631625,6/10/20,6/9/20,ESC_RA6130AA,,58,ST155 Cplx,AxB1,,6,4,4,16,24,8,14
ESC_RA6131AA,BLSE2018-41,ERR4210256;ILLUMINA;Paired;300;ERX4171284;SRA,Human,Human,Homo sapiens; urine,2018,,,,Europe,France,,,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6921705,ERS4631624,6/10/20,6/9/20,ESC_RA6131AA,,12,ST12 Cplx,B2,,13,13,9,13,16,10,9
ESC_RA6132AA,AURA86,ERR4210255;ILLUMINA;Paired;300;ERX4171283;SRA,Human,Human,Homo sapiens; urine,2019,,,,Europe,France,,,,,,,CHU Clermont-ferrand,Escherichia coli,,,,,,,,,PRJEB38235,ERP121635,SAMEA6921704,ERS4631623,6/10/20,6/9/20,ESC_RA6132AA,,93,ST168 Cplx,A,,6,11,4,10,7,8,6
ESC_RA6222AA,202002701,traces-0LdBSOC;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:26 (PCR),,,,,,,,,,,6/11/20,6/11/20,ESC_RA6222AA,,21,ST29 Cplx,B1,,16,4,12,16,9,7,7
ESC_RA6223AA,202002698,traces-0EZGoMT;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:26 (PCR),,,,,,,,,,,6/11/20,6/11/20,ESC_RA6223AA,,21,ST29 Cplx,B1,,16,4,12,16,9,7,7
ESC_RA6224AA,202002700,traces-0ouTmQZ;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:26 (PCR),,,,,,,,,,,6/11/20,6/11/20,ESC_RA6224AA,,21,ST29 Cplx,B1,,16,4,12,16,9,7,7
ESC_RA6436AA,201908245bis,traces-0KKLihf;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella sonnei,,Ss,,,,,,,,,,,6/15/20,6/15/20,ESC_RA6436AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_RA6437AA,202002568,traces-0DOyXSE;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,Sf3a,,,,,,,,,,,6/15/20,6/15/20,ESC_RA6437AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_RA6438AA,202002520,traces-0IyQfxM;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,Sf3a,,,,,,,,,,,6/15/20,6/15/20,ESC_RA6438AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_RA6439AA,201910116bis,traces-0EEMUoS;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,Sf3a,,,,,,,,,,,6/15/20,6/15/20,ESC_RA6439AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_RA6440AA,202002596,traces-0BOrzDY;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,Sf2a,,,,,,,,,,,6/15/20,6/15/20,ESC_RA6440AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_RA6441AA,202002570,traces-0iERlQZ;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,Sf1b,,,,,,,,,,,6/15/20,6/15/20,ESC_RA6441AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_RA6442AA,202002491,traces-0OgRuek;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,Sf1b,,,,,,,,,,,6/15/20,6/15/20,ESC_RA6442AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_RA6443AA,202002667,traces-0TZYHSj;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,Sf1b,,,,,,,,,,,6/15/20,6/15/20,ESC_RA6443AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_RA6444AA,201511480bis,traces-0MgrvIs;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,Sf2a,,,,,,,,,,,6/15/20,6/15/20,ESC_RA6444AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_RA6446AA,202002597,traces-0GpKcAh;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2020,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella sonnei,,Ss,,,,,,,,,,,6/15/20,6/15/20,ESC_RA6446AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
