"Uberstrain","Name","Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Status.","Source.Niche","Source.Type","Source.Details","Collection.Year","Collection.Month","Collection.Day","Collection.Time","Continent","Country","Region","District","City","Post.Code","Latitude","Longitude","Lab.Contact","Species","Serological.Group","Serotype","EcoR.Cluster","Path.Nonpath","Simple.Patho","Simple.Disease","Comment","Bio.Project.ID","Project.ID","Disease","Sample.ID","Secondary.Sample.ID","Date.Entered","Release.Date","Barcode","Differences","ST","ST.Complex","Lineage","Subspecies","adk","fumC","gyrB","icd","mdh","purA","recA"
"ESC_TA9621AA","10004169-ESBL","ERR3393184;ILLUMINA;Paired;300;ERX3417048;SRA","Livestock","Swine","Sus scrofa domesticus; caecal sample",2017,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB33169","ERP115939","","SAMEA5732215","ERS3535518","2021-01-22","2021-01-20","ESC_TA9621AA",NA,542,"","A",NA,112,11,5,12,8,8,86
"ESC_TA9622AA","10001611-EC","ERR3393183;ILLUMINA;Paired;300;ERX3417047;SRA","Livestock","Swine","Sus scrofa domesticus; caecal sample",2017,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB33169","ERP115939","","SAMEA5732214","ERS3535517","2021-01-22","2021-01-20","ESC_TA9622AA",NA,11845,"ST349 Cplx","",NA,34,1774,39,87,67,16,4
"ESC_TA9623AA","10001072-ESBL","ERR3393182;ILLUMINA;Paired;300;ERX3417046;SRA","Livestock","Swine","Sus scrofa domesticus; caecal sample",2017,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB33169","ERP115939","","SAMEA5732213","ERS3535516","2021-01-22","2021-01-20","ESC_TA9623AA",NA,58,"ST155 Cplx","AxB1",NA,6,4,4,16,24,8,14
"ESC_TA9624AA","10001071-EC","ERR3393181;ILLUMINA;Paired;300;ERX3417045;SRA","Livestock","Swine","Sus scrofa domesticus; caecal sample",2017,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB33169","ERP115939","","SAMEA5732212","ERS3535515","2021-01-22","2021-01-20","ESC_TA9624AA",NA,58,"ST155 Cplx","AxB1",NA,6,4,4,16,24,8,14
"ESC_UA3613AA","Ec12/5","SRR13514088;ILLUMINA;Paired;;SRX9925497;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516157","SRS8101965","2021-03-01","2021-02-07","ESC_UA3613AA",NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2
"ESC_UA3614AA","Ec12/4","SRR13514089;ILLUMINA;Paired;;SRX9925496;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516156","SRS8101964","2021-03-01","2021-02-07","ESC_UA3614AA",NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2
"ESC_UA3615AA","Ec12/3","SRR13514090;ILLUMINA;Paired;;SRX9925495;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516155","SRS8101963","2021-03-01","2021-02-07","ESC_UA3615AA",NA,58,"ST155 Cplx","AxB1",NA,6,4,4,16,24,8,14
"ESC_UA3616AA","Ec12/1","SRR13514091;ILLUMINA;Paired;;SRX9925494;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516154","SRS8101962","2021-03-01","2021-02-07","ESC_UA3616AA",NA,8702,"ST10 Cplx","A",NA,842,11,4,8,12,8,2
"ESC_UA3617AA","Ec10/9","SRR13514092;ILLUMINA;Paired;;SRX9925493;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516153","SRS8101961","2021-03-01","2021-02-07","ESC_UA3617AA",NA,616,"ST155 Cplx","",NA,6,4,12,16,24,8,14
"ESC_UA3618AA","Ec10/7","SRR13514093;ILLUMINA;Paired;;SRX9925492;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516152","SRS8101960","2021-03-01","2021-02-07","ESC_UA3618AA",NA,3107,"ST10 Cplx","A",NA,10,11,5,8,7,219,2
"ESC_UA3619AA","Ec10/6","SRR13514094;ILLUMINA;Paired;;SRX9925491;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516151","SRS8101959","2021-03-01","2021-02-07","ESC_UA3619AA",NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2
"ESC_UA3620AA","Ec10/2","SRR13514095;ILLUMINA;Paired;;SRX9925490;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516150","SRS8101958","2021-03-01","2021-02-07","ESC_UA3620AA",NA,665,"","",NA,122,11,125,12,96,8,2
"ESC_UA3621AA","Ec9/7","SRR13514096;ILLUMINA;Paired;;SRX9925489;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516149","SRS8101957","2021-03-01","2021-02-07","ESC_UA3621AA",NA,212,"","AxB1",NA,6,29,4,18,11,8,6
"ESC_UA3622AA","Ec9/6","SRR13514097;ILLUMINA;Paired;;SRX9925488;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516148","SRS8101956","2021-03-01","2021-02-07","ESC_UA3622AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_UA3623AA","Ec9/4","SRR13514099;ILLUMINA;Paired;;SRX9925486;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516147","SRS8101954","2021-03-01","2021-02-07","ESC_UA3623AA",NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2
"ESC_UA3624AA","Ec9/3","SRR13514100;ILLUMINA;Paired;;SRX9925485;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516146","SRS8101953","2021-03-01","2021-02-07","ESC_UA3624AA",NA,8701,"","A",NA,6,11,5,8,7,8,157
"ESC_UA3625AA","Ec9/2","SRR13514101;ILLUMINA;Paired;;SRX9925484;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516145","SRS8101952","2021-03-01","2021-02-07","ESC_UA3625AA",NA,752,"ST10 Cplx","A",NA,10,11,4,8,8,8,49
"ESC_UA3626AA","Ec4/9","SRR13514102;ILLUMINA;Paired;;SRX9925483;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516144","SRS8101951","2021-03-01","2021-02-07","ESC_UA3626AA",NA,46,"ST46 Cplx","A",NA,8,7,1,8,8,8,6
"ESC_UA3627AA","Ec4/5","SRR13514103;ILLUMINA;Paired;;SRX9925482;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516143","SRS8101950","2021-03-01","2021-02-07","ESC_UA3627AA",NA,162,"ST469 Cplx","AxB1",NA,9,65,5,1,9,13,6
"ESC_UA3628AA","Ec4/3","SRR13514104;ILLUMINA;Paired;;SRX9925481;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516142","SRS8101949","2021-03-01","2021-02-07","ESC_UA3628AA",NA,683,"ST155 Cplx","",NA,6,4,127,16,24,8,6
"ESC_UA3629AA","Ec4/2","SRR13514105;ILLUMINA;Paired;;SRX9925480;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516141","SRS8101948","2021-03-01","2021-02-07","ESC_UA3629AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_UA3630AA","Ec4/1","SRR13514106;ILLUMINA;Paired;;SRX9925479;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516140","SRS8101947","2021-03-01","2021-02-07","ESC_UA3630AA",NA,1720,"ST86 Cplx","",NA,9,270,33,131,24,8,7
"ESC_UA3631AA","Ec1/7","SRR13514107;ILLUMINA;Paired;;SRX9925478;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516139","SRS8101946","2021-03-01","2021-02-07","ESC_UA3631AA",NA,1249,"","AxB1",NA,6,23,5,16,24,18,6
"ESC_UA3632AA","Ec1/5","SRR13514108;ILLUMINA;Paired;;SRX9925477;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516138","SRS8101945","2021-03-01","2021-02-07","ESC_UA3632AA",NA,155,"ST155 Cplx","B1",NA,6,4,14,16,24,8,14
"ESC_UA3633AA","Ec1/2","SRR13514110;ILLUMINA;Paired;;SRX9925475;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516137","SRS8101943","2021-03-01","2021-02-07","ESC_UA3633AA",NA,155,"ST155 Cplx","B1",NA,6,4,14,16,24,8,14
"ESC_UA3634AA","Ec1/1","SRR13514111;ILLUMINA;Paired;;SRX9925474;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516136","SRS8101942","2021-03-01","2021-02-07","ESC_UA3634AA",NA,2179,"","AxB1",NA,9,65,5,18,11,8,6
"ESC_UA3635AA","Ec22","SRR13514112;ILLUMINA;Paired;;SRX9925473;SRA","Poultry","Poultry","broiler, faeces",2013,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516135","SRS8101941","2021-03-01","2021-02-07","ESC_UA3635AA",NA,1800,"","AxB1",NA,9,19,33,18,9,122,6
"ESC_UA3636AA","Ec21","SRR13514113;ILLUMINA;Paired;;SRX9925472;SRA","Poultry","Poultry","broiler, faeces",2013,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516134","SRS8101940","2021-03-01","2021-02-07","ESC_UA3636AA",NA,533,"ST40 Cplx","",NA,6,4,5,18,11,8,14
"ESC_UA3637AA","Ec20","SRR13514114;ILLUMINA;Paired;;SRX9925471;SRA","Poultry","Poultry","broiler, faeces",2013,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516133","SRS8101939","2021-03-01","2021-02-07","ESC_UA3637AA",NA,155,"ST155 Cplx","B1",NA,6,4,14,16,24,8,14
"ESC_UA3638AA","Ec19","SRR13514115;ILLUMINA;Paired;;SRX9925470;SRA","Poultry","Poultry","broiler, faeces",2013,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516132","SRS8101938","2021-03-01","2021-02-07","ESC_UA3638AA",NA,351,"","",NA,6,95,4,88,7,7,7
"ESC_UA3639AA","Ec18","SRR13514116;ILLUMINA;Paired;;SRX9925469;SRA","Poultry","Poultry","broiler, faeces",2013,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516131","SRS8101937","2021-03-01","2021-02-07","ESC_UA3639AA",NA,641,"ST86 Cplx","",NA,9,6,33,131,24,8,7
"ESC_UA3640AA","Ec17","SRR13514117;ILLUMINA;Paired;;SRX9925468;SRA","Poultry","Poultry","broiler, faeces",2013,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516130","SRS8101936","2021-03-01","2021-02-07","ESC_UA3640AA",NA,155,"ST155 Cplx","B1",NA,6,4,14,16,24,8,14
"ESC_UA3641AA","Ec16","SRR13514118;ILLUMINA;Paired;;SRX9925467;SRA","Poultry","Poultry","broiler, faeces",2013,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516129","SRS8101935","2021-03-01","2021-02-07","ESC_UA3641AA",NA,7705,"","",NA,80,276,53,140,201,1,2
"ESC_UA3642AA","Ec15","SRR13514119;ILLUMINA;Paired;;SRX9925466;SRA","Poultry","Poultry","broiler, faeces",2013,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516128","SRS8101934","2021-03-01","2021-02-07","ESC_UA3642AA",NA,2309,"ST38 Cplx","",NA,271,26,39,25,5,31,19
"ESC_UA3643AA","Ec14","SRR13514121;ILLUMINA;Paired;;SRX9925464;SRA","Poultry","Poultry","broiler, faeces",2013,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516127","SRS8101932","2021-03-01","2021-02-07","ESC_UA3643AA",NA,23,"ST23 Cplx","B1",NA,6,4,12,1,20,13,7
"ESC_UA3644AA","Ec13","SRR13514122;ILLUMINA;Paired;;SRX9925463;SRA","Poultry","Poultry","broiler, faeces",2013,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516126","SRS8101931","2021-03-01","2021-02-07","ESC_UA3644AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_UA3645AA","Ec12","SRR13514123;ILLUMINA;Paired;;SRX9925462;SRA","Poultry","Poultry","broiler, faeces",2013,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516125","SRS8101930","2021-03-01","2021-02-07","ESC_UA3645AA",NA,398,"ST398 Cplx","",NA,64,7,1,1,8,8,6
"ESC_UA3646AA","Ec11","SRR13514124;ILLUMINA;Paired;;SRX9925461;SRA","Poultry","Poultry","broiler, faeces",2013,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516124","SRS8101929","2021-03-01","2021-02-07","ESC_UA3646AA",NA,398,"ST398 Cplx","",NA,64,7,1,1,8,8,6
"ESC_UA3647AA","EC10","SRR13514125;ILLUMINA;Paired;;SRX9925460;SRA","Poultry","Poultry","broiler, faeces",2013,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516123","SRS8101928","2021-03-01","2021-02-07","ESC_UA3647AA",NA,224,"","AxB1",NA,6,4,33,16,11,8,6
"ESC_UA3648AA","Ec9","SRR13514126;ILLUMINA;Paired;;SRX9925459;SRA","Poultry","Poultry","broiler, faeces",2013,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516122","SRS8101927","2021-03-01","2021-02-07","ESC_UA3648AA",NA,1642,"","AxB1",NA,6,4,5,18,11,8,6
"ESC_UA3649AA","Ec8","SRR13514127;ILLUMINA;Paired;;SRX9925458;SRA","Poultry","Poultry","broiler, faeces",2013,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516121","SRS8101926","2021-03-01","2021-02-07","ESC_UA3649AA",NA,429,"","B2",NA,97,40,93,13,23,28,66
"ESC_UA3650AA","Ec7","SRR13514128;ILLUMINA;Paired;;SRX9925457;SRA","Poultry","Poultry","broiler, faeces",2013,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516120","SRS8101925","2021-03-01","2021-02-07","ESC_UA3650AA",NA,1158,"ST31 Cplx","D",NA,18,3,17,6,5,5,4
"ESC_UA3651AA","Ec6","SRR13514129;ILLUMINA;Paired;;SRX9925456;SRA","Poultry","Poultry","broiler, faeces",2013,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516119","SRS8101924","2021-03-01","2021-02-07","ESC_UA3651AA",NA,115,"ST38 Cplx","D",NA,4,26,39,25,5,31,19
"ESC_UA3652AA","Ec5","SRR13514130;ILLUMINA;Paired;;SRX9925455;SRA","Poultry","Poultry","broiler, faeces",2013,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516118","SRS8101923","2021-03-01","2021-02-07","ESC_UA3652AA",NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2
"ESC_UA3653AA","Ec4","SRR13514132;ILLUMINA;Paired;;SRX9925453;SRA","Poultry","Poultry","broiler, faeces",2013,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516117","SRS8101921","2021-03-01","2021-02-07","ESC_UA3653AA",NA,1485,"ST648 Cplx","",NA,92,231,87,96,70,58,2
"ESC_UA3654AA","Ec3","SRR13514133;ILLUMINA;Paired;;SRX9925452;SRA","Poultry","Poultry","broiler, faeces",2013,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516116","SRS8101920","2021-03-01","2021-02-07","ESC_UA3654AA",NA,23,"ST23 Cplx","B1",NA,6,4,12,1,20,13,7
"ESC_UA3655AA","Ec2","SRR13514134;ILLUMINA;Paired;;SRX9925451;SRA","Poultry","Poultry","broiler, faeces",2013,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516115","SRS8101919","2021-03-01","2021-02-07","ESC_UA3655AA",NA,354,"ST354 Cplx","",NA,85,88,78,29,59,58,62
"ESC_UA3656AA","Ec1","SRR13514135;ILLUMINA;Paired;;SRX9925450;SRA","Poultry","Poultry","broiler, faeces",2013,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516114","SRS8101918","2021-03-01","2021-02-07","ESC_UA3656AA",NA,2040,"","AxB1",NA,6,29,22,18,11,8,41
"ESC_UA3657AA","ExPEC739","SRR13514181;ILLUMINA;Paired;;SRX9925404;SRA","Poultry","Poultry","day old chick, bone marrow",1999,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","Collection year is ambiguous - 1999/2000","PRJNA694299","SRP302967","","SAMN17516203","SRS8101872","2021-03-01","2021-02-07","ESC_UA3657AA",NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2
"ESC_UA3658AA","ExPEC736","SRR13514182;ILLUMINA;Paired;;SRX9925403;SRA","Poultry","Poultry","day old chick, bone marrow",1999,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","Collection year is ambiguous - 1999/2000","PRJNA694299","SRP302967","","SAMN17516202","SRS8101871","2021-03-01","2021-02-07","ESC_UA3658AA",NA,101,"ST101 Cplx","B1",NA,43,41,15,18,11,7,6
"ESC_UA3659AA","ExPEC735","SRR13514183;ILLUMINA;Paired;;SRX9925402;SRA","Poultry","Poultry","day old chick, bone marrow",1999,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","Collection year is ambiguous - 1999/2000","PRJNA694299","SRP302967","","SAMN17516201","SRS8101870","2021-03-01","2021-02-07","ESC_UA3659AA",NA,101,"ST101 Cplx","B1",NA,43,41,15,18,11,7,6
"ESC_UA3660AA","ExPEC726","SRR13514184;ILLUMINA;Paired;;SRX9925401;SRA","Poultry","Poultry","day old chick, bone marrow",1999,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","Collection year is ambiguous - 1999/2000","PRJNA694299","SRP302967","","SAMN17516200","SRS8101869","2021-03-01","2021-02-07","ESC_UA3660AA",NA,1148,"","B1",NA,6,95,3,18,11,7,14
"ESC_UA3661AA","ExPEC718","SRR13514185;ILLUMINA;Paired;;SRX9925400;SRA","Poultry","Poultry","day old chick, bone marrow",1999,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","Collection year is ambiguous - 1999/2000","PRJNA694299","SRP302967","","SAMN17516199","SRS8101868","2021-03-01","2021-02-07","ESC_UA3661AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_UA3662AA","ExPEC712","SRR13514186;ILLUMINA;Paired;;SRX9925399;SRA","Poultry","Poultry","day old chick, bone marrow",1999,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","Collection year is ambiguous - 1999/2000","PRJNA694299","SRP302967","","SAMN17516198","SRS8101867","2021-03-01","2021-02-07","ESC_UA3662AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_UA3663AA","ExPEC699","SRR13514188;ILLUMINA;Paired;;SRX9925397;SRA","Poultry","Poultry","day old chick, bone marrow",1999,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","Collection year is ambiguous - 1999/2000","PRJNA694299","SRP302967","","SAMN17516197","SRS8101865","2021-03-01","2021-02-07","ESC_UA3663AA",NA,428,"","B2",NA,96,40,13,100,23,28,66
"ESC_UA3664AA","ExPEC292","SRR13514189;ILLUMINA;Paired;;SRX9925396;SRA","Poultry","Poultry","day old chick, bone marrow",1998,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","Collection year is ambiguous - 1998/1999","PRJNA694299","SRP302967","","SAMN17516196","SRS8101864","2021-03-01","2021-02-07","ESC_UA3664AA",NA,373,"ST168 Cplx","",NA,6,11,4,10,7,8,2
"ESC_UA3665AA","ExPEC256","SRR13514190;ILLUMINA;Paired;;SRX9925395;SRA","Poultry","Poultry","day old chick, bone marrow",1998,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","Collection year is ambiguous - 1998/1999","PRJNA694299","SRP302967","","SAMN17516195","SRS8101863","2021-03-01","2021-02-07","ESC_UA3665AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_UA3666AA","ExPEC249","SRR13514191;ILLUMINA;Paired;;SRX9925394;SRA","Poultry","Poultry","day old chick, bone marrow",1998,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","Collection year is ambiguous - 1998/1999","PRJNA694299","SRP302967","","SAMN17516194","SRS8101862","2021-03-01","2021-02-07","ESC_UA3666AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_UA3667AA","ExPEC243","SRR13514192;ILLUMINA;Paired;;SRX9925393;SRA","Poultry","Poultry","day old chick, bone marrow",1998,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","Collection year is ambiguous - 1998/1999","PRJNA694299","SRP302967","","SAMN17516193","SRS8101861","2021-03-01","2021-02-07","ESC_UA3667AA",NA,88,"ST23 Cplx","B1",NA,6,4,12,1,20,12,7
"ESC_UA3668AA","ExPEC241","SRR13514193;ILLUMINA;Paired;;SRX9925392;SRA","Poultry","Poultry","day old chick, bone marrow",1998,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","Collection year is ambiguous - 1998/1999","PRJNA694299","SRP302967","","SAMN17516192","SRS8101860","2021-03-01","2021-02-07","ESC_UA3668AA",NA,88,"ST23 Cplx","B1",NA,6,4,12,1,20,12,7
