"Uberstrain","Name","Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Status.","Source.Niche","Source.Type","Source.Details","Collection.Year","Collection.Month","Collection.Day","Collection.Time","Continent","Country","Region","District","City","Post.Code","Latitude","Longitude","Lab.Contact","Species","Serological.Group","Serotype","EcoR.Cluster","Path.Nonpath","Simple.Patho","Simple.Disease","Comment","Bio.Project.ID","Project.ID","Disease","Sample.ID","Secondary.Sample.ID","Date.Entered","Release.Date","Barcode","Differences","ST","ST.Complex","Lineage","Subspecies","adk","fumC","gyrB","icd","mdh","purA","recA"
"ESC_WA2172AA","E. coli 734-R31","SRR13171251;ILLUMINA;Paired;;SRX9609616;SRA","Poultry","Poultry","Gallus gallus; Age: 55 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16966894","SRS7812870","2021-08-01","2021-07-01","ESC_WA2172AA",NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2
"ESC_WA2173AA","E. coli 968-R33","SRR13171252;ILLUMINA;Paired;;SRX9609615;SRA","Poultry","Poultry","Gallus gallus; Age: 25 wk; Broiler breeder farm",2018,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16966903","SRS7812869","2021-08-01","2021-07-01","ESC_WA2173AA",NA,23,"ST23 Cplx","B1",NA,6,4,12,1,20,13,7
"ESC_WA2174AA","E. coli 967-R33","SRR13171253;ILLUMINA;Paired;;SRX9609614;SRA","Poultry","Poultry","Gallus gallus; Age: 25 wk; Broiler breeder farm",2018,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16966902","SRS7812868","2021-08-01","2021-07-01","ESC_WA2174AA",NA,23,"ST23 Cplx","B1",NA,6,4,12,1,20,13,7
"ESC_WA2175AA","E. coli 733-R31","SRR13171254;ILLUMINA;Paired;;SRX9609613;SRA","Poultry","Poultry","Gallus gallus; Age: 55 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16966893","SRS7812867","2021-08-01","2021-07-01","ESC_WA2175AA",NA,12432,"ST10 Cplx","A",NA,10,11,438,8,92,8,2
"ESC_WA2176AA","E. coli 731-R31","SRR13171255;ILLUMINA;Paired;;SRX9609612;SRA","Poultry","Poultry","Gallus gallus; Age: 55 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16966892","SRS7812866","2021-08-01","2021-07-01","ESC_WA2176AA",NA,101,"ST101 Cplx","B1",NA,43,41,15,18,11,7,6
"ESC_WA2177AA","E. coli 633-R31","SRR13165921;ILLUMINA;Paired;;SRX9604784;SRA","Poultry","Poultry","Gallus gallus; Age: 49 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954614","SRS7808385","2021-08-01","2021-07-01","ESC_WA2177AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_WA2178AA","E. coli 632-R31","SRR13165922;ILLUMINA;Paired;;SRX9604783;SRA","Poultry","Poultry","Gallus gallus; Age: 49 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954613","SRS7808384","2021-08-01","2021-07-01","ESC_WA2178AA",NA,135,"","B2",NA,13,39,50,13,16,37,25
"ESC_WA2179AA","E. coli 607-R31","SRR13165923;ILLUMINA;Paired;;SRX9604782;SRA","Poultry","Poultry","Gallus gallus; Age: 44 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954612","SRS7808383","2021-08-01","2021-07-01","ESC_WA2179AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_WA2180AA","E. coli 510-R30","SRR13165924;ILLUMINA;Paired;;SRX9604781;SRA","Poultry","Poultry","Gallus gallus; Age: 60 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954611","SRS7808382","2021-08-01","2021-07-01","ESC_WA2180AA",NA,95,"ST95 Cplx","B2",NA,37,38,19,37,17,11,26
"ESC_WA2181AA","E. coli 507-R30","SRR13165925;ILLUMINA;Paired;;SRX9604780;SRA","Poultry","Poultry","Gallus gallus; Age: 60 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954610","SRS7808381","2021-08-01","2021-07-01","ESC_WA2181AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_WA2182AA","E. coli 474-R31","SRR13165926;ILLUMINA;Paired;;SRX9604779;SRA","Poultry","Poultry","Gallus gallus; Age: 25 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954609","SRS7808380","2021-08-01","2021-07-01","ESC_WA2182AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_WA2183AA","E. coli 470-R31","SRR13165927;ILLUMINA;Paired;;SRX9604778;SRA","Poultry","Poultry","Gallus gallus; Age: 25 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954608","SRS7808379","2021-08-01","2021-07-01","ESC_WA2183AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_WA2184AA","E. coli 469-R31","SRR13165928;ILLUMINA;Paired;;SRX9604777;SRA","Poultry","Poultry","Gallus gallus; Age: 25 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954607","SRS7808378","2021-08-01","2021-07-01","ESC_WA2184AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_WA2185AA","E. coli 639-R31","SRR13165929;ILLUMINA;Paired;;SRX9604776;SRA","Poultry","Poultry","Gallus gallus; Age: 49 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954616","SRS7808377","2021-08-01","2021-07-01","ESC_WA2185AA",NA,135,"","B2",NA,13,39,50,13,16,37,25
"ESC_WA2186AA","E. coli 637-R31","SRR13165930;ILLUMINA;Paired;;SRX9604775;SRA","Poultry","Poultry","Gallus gallus; Age: 49 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954615","SRS7808376","2021-08-01","2021-07-01","ESC_WA2186AA",NA,135,"","B2",NA,13,39,50,13,16,37,25
"ESC_WA2187AA","E. coli 467-R31","SRR13165931;ILLUMINA;Paired;;SRX9604774;SRA","Poultry","Poultry","Gallus gallus; Age: 25 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954606","SRS7808375","2021-08-01","2021-07-01","ESC_WA2187AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_WA2188AA","E. coli 466-R31","SRR13165932;ILLUMINA;Paired;;SRX9604773;SRA","Poultry","Poultry","Gallus gallus; Age: 25 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954605","SRS7808374","2021-08-01","2021-07-01","ESC_WA2188AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_WA2189AA","E.coli146-R29","SRR13165497;ILLUMINA;Paired;;SRX9604398;SRA","Poultry","Poultry","Gallus gallus; Age: 43 wk; Broiler breeder farm",2016,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954853","SRS7808054","2021-08-01","2021-07-01","ESC_WA2189AA",NA,3232,"","AxB1",NA,6,4,3,1,11,8,6
"ESC_WA2190AA","E.coli140-R29","SRR13165498;ILLUMINA;Paired;;SRX9604397;SRA","Poultry","Poultry","Gallus gallus; Age: 38 wk; Broiler breeder farm",2016,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954852","SRS7808053","2021-08-01","2021-07-01","ESC_WA2190AA",NA,162,"ST469 Cplx","AxB1",NA,9,65,5,1,9,13,6
"ESC_WA2191AA","E.coli128-R29","SRR13165499;ILLUMINA;Paired;;SRX9604396;SRA","Poultry","Poultry","Gallus gallus; Age: 34 wk; Broiler breeder farm",2016,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954851","SRS7808052","2021-08-01","2021-07-01","ESC_WA2191AA",NA,162,"ST469 Cplx","AxB1",NA,9,65,5,1,9,13,6
"ESC_WA2192AA","E.coli127-R29","SRR13165500;ILLUMINA;Paired;;SRX9604395;SRA","Poultry","Poultry","Gallus gallus; Age: 34 wk; Broiler breeder farm",2016,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954850","SRS7808051","2021-08-01","2021-07-01","ESC_WA2192AA",NA,162,"ST469 Cplx","AxB1",NA,9,65,5,1,9,13,6
"ESC_WA2193AA","E.coli126-R29","SRR13165501;ILLUMINA;Paired;;SRX9604394;SRA","Poultry","Poultry","Gallus gallus; Age: 34 wk; Broiler breeder farm",2016,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954849","SRS7808049","2021-08-01","2021-07-01","ESC_WA2193AA",NA,162,"ST469 Cplx","AxB1",NA,9,65,5,1,9,13,6
"ESC_WA2194AA","E.coli125-R29","SRR13165502;ILLUMINA;Paired;;SRX9604393;SRA","Poultry","Poultry","Gallus gallus; Age: 34 wk; Broiler breeder farm",2016,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954848","SRS7808050","2021-08-01","2021-07-01","ESC_WA2194AA",NA,162,"ST469 Cplx","AxB1",NA,9,65,5,1,9,13,6
"ESC_WA2195AA","E.coli124-R29","SRR13165503;ILLUMINA;Paired;;SRX9604392;SRA","Poultry","Poultry","Gallus gallus; Age: 34 wk; Broiler breeder farm",2016,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954847","SRS7808047","2021-08-01","2021-07-01","ESC_WA2195AA",NA,162,"ST469 Cplx","AxB1",NA,9,65,5,1,9,13,6
"ESC_WA2196AA","E.coli121-R29","SRR13165504;ILLUMINA;Paired;;SRX9604391;SRA","Poultry","Poultry","Gallus gallus; Age: 34 wk; Broiler breeder farm",2016,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954846","SRS7808048","2021-08-01","2021-07-01","ESC_WA2196AA",NA,7013,"","A",NA,10,27,125,12,12,18,2
"ESC_WA2197AA","E.coli173-R29","SRR13165505;ILLUMINA;Paired;;SRX9604390;SRA","Poultry","Poultry","Gallus gallus; Age: 56 wk; Broiler breeder farm",2016,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954856","SRS7808046","2021-08-01","2021-07-01","ESC_WA2197AA",NA,429,"","B2",NA,97,40,93,13,23,28,66
"ESC_WA2198AA","E.coli152-R29","SRR13165506;ILLUMINA;Paired;;SRX9604389;SRA","Poultry","Poultry","Gallus gallus; Age: 47 wk; Broiler breeder farm",2016,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954855","SRS7808045","2021-08-01","2021-07-01","ESC_WA2198AA",NA,616,"ST155 Cplx","",NA,6,4,12,16,24,8,14
"ESC_WA2199AA","E.coli149-R29","SRR13165507;ILLUMINA;Paired;;SRX9604388;SRA","Poultry","Poultry","Gallus gallus; Age: 43 wk; Broiler breeder farm",2016,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954854","SRS7808043","2021-08-01","2021-07-01","ESC_WA2199AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_WA2200AA","E.coli118-R29","SRR13165508;ILLUMINA;Paired;;SRX9604387;SRA","Poultry","Poultry","Gallus gallus; Age: 34 wk; Broiler breeder farm",2016,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954845","SRS7808044","2021-08-01","2021-07-01","ESC_WA2200AA",NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2
"ESC_WA2201AA","E.coli117-R29","SRR13165509;ILLUMINA;Paired;;SRX9604386;SRA","Poultry","Poultry","Gallus gallus; Age: 34 wk; Broiler breeder farm",2016,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954844","SRS7808042","2021-08-01","2021-07-01","ESC_WA2201AA",NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2
"ESC_WA2202AA","E. coli 52-R27","SRR13165310;ILLUMINA;Paired;;SRX9604211;SRA","Poultry","Poultry","Gallus gallus; Age: 35 wk; Broiler breeder farm",2015,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954588","SRS7807879","2021-08-01","2021-07-01","ESC_WA2202AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_WA2203AA","E. coli 50-R27","SRR13165311;ILLUMINA;Paired;;SRX9604210;SRA","Poultry","Poultry","Gallus gallus; Age: 35 wk; Broiler breeder farm",2015,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954587","SRS7807878","2021-08-01","2021-07-01","ESC_WA2203AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_WA2204AA","E. coli 47-R27","SRR13165312;ILLUMINA;Paired;;SRX9604209;SRA","Poultry","Poultry","Gallus gallus; Age: 35 wk; Broiler breeder farm",2015,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954586","SRS7807877","2021-08-01","2021-07-01","ESC_WA2204AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_WA2205AA","E. coli 29-R27","SRR13165313;ILLUMINA;Paired;;SRX9604208;SRA","Poultry","Poultry","Gallus gallus; Age: 33 wk; Broiler breeder farm",2015,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954585","SRS7807876","2021-08-01","2021-07-01","ESC_WA2205AA",NA,1485,"ST648 Cplx","",NA,92,231,87,96,70,58,2
"ESC_WA2206AA","E. coli 27-R27","SRR13165314;ILLUMINA;Paired;;SRX9604207;SRA","Poultry","Poultry","Gallus gallus; Age: 33 wk; Broiler breeder farm",2015,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954584","SRS7807875","2021-08-01","2021-07-01","ESC_WA2206AA",NA,48,"ST10 Cplx","A",NA,6,11,4,8,8,8,2
"ESC_WA2207AA","E. coli 21-R27","SRR13165315;ILLUMINA;Paired;;SRX9604206;SRA","Poultry","Poultry","Gallus gallus; Age: 33 wk; Broiler breeder farm",2015,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954583","SRS7807874","2021-08-01","2021-07-01","ESC_WA2207AA",NA,48,"ST10 Cplx","A",NA,6,11,4,8,8,8,2
"ESC_WA2208AA","E. coli 20-R27","SRR13165316;ILLUMINA;Paired;;SRX9604205;SRA","Poultry","Poultry","Gallus gallus; Age: 33 wk; Broiler breeder farm",2015,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954582","SRS7807873","2021-08-01","2021-07-01","ESC_WA2208AA",NA,48,"ST10 Cplx","A",NA,6,11,4,8,8,8,2
"ESC_WA2209AA","E. coli 17-R27","SRR13165317;ILLUMINA;Paired;;SRX9604204;SRA","Poultry","Poultry","Gallus gallus; Age: 33 wk; Broiler breeder farm",2015,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954581","SRS7807872","2021-08-01","2021-07-01","ESC_WA2209AA",NA,48,"ST10 Cplx","A",NA,6,11,4,8,8,8,2
"ESC_WA2210AA","E. coli 116-R29","SRR13165318;ILLUMINA;Paired;;SRX9604203;SRA","Poultry","Poultry","Gallus gallus; Age: 34 wk; Broiler breeder farm",2016,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954591","SRS7807871","2021-08-01","2021-07-01","ESC_WA2210AA",NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2
"ESC_WA2211AA","E. coli 68-R28","SRR13165319;ILLUMINA;Paired;;SRX9604202;SRA","Poultry","Poultry","Gallus gallus; Age: 39 wk; Broiler breeder farm",2016,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954590","SRS7807870","2021-08-01","2021-07-01","ESC_WA2211AA",NA,46,"ST46 Cplx","A",NA,8,7,1,8,8,8,6
"ESC_WA2212AA","E. coli 66-R28","SRR13165320;ILLUMINA;Paired;;SRX9604201;SRA","Poultry","Poultry","Gallus gallus; Age: 29 wk; Broiler breeder farm",2016,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia fergusonii",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954589","SRS7807869","2021-08-01","2021-07-01","ESC_WA2212AA",NA,12433,"","",NA,431,684,167,1460,1168,40,929
"ESC_WA2213AA","E. coli 13-R27","SRR13165321;ILLUMINA;Paired;;SRX9604200;SRA","Poultry","Poultry","Gallus gallus; Age: 33 wk; Broiler breeder farm",2015,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954580","SRS7807868","2021-08-01","2021-07-01","ESC_WA2213AA",NA,162,"ST469 Cplx","AxB1",NA,9,65,5,1,9,13,6
"ESC_WA2214AA","E. coli 9-R27","SRR13165322;ILLUMINA;Paired;;SRX9604199;SRA","Poultry","Poultry","Gallus gallus; Age: 33 wk; Broiler breeder farm",2015,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16954579","SRS7807867","2021-08-01","2021-07-01","ESC_WA2214AA",NA,8573,"","",NA,218,755,27,6,5,1,199
"ESC_WA2215AA","E. coli 41-R26","SRR13162953;ILLUMINA;Paired;;SRX9601886;SRA","Poultry","Poultry","Gallus gallus; Age: 62 wk; Broiler breeder farm",2015,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951420","SRS7805624","2021-08-01","2021-07-01","ESC_WA2215AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_WA2216AA","E. coli 39-R26","SRR13162954;ILLUMINA;Paired;;SRX9601885;SRA","Poultry","Poultry","Gallus gallus; Age: 62 wk; Broiler breeder farm",2015,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951419","SRS7805623","2021-08-01","2021-07-01","ESC_WA2216AA",NA,95,"ST95 Cplx","B2",NA,37,38,19,37,17,11,26
"ESC_WA2217AA","E. coli 38-R26","SRR13162955;ILLUMINA;Paired;;SRX9601884;SRA","Poultry","Poultry","Gallus gallus; Age: 62 wk; Broiler breeder farm",2015,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951418","SRS7805622","2021-08-01","2021-07-01","ESC_WA2217AA",NA,95,"ST95 Cplx","B2",NA,37,38,19,37,17,11,26
"ESC_WA2218AA","E. coli 36-R26","SRR13162956;ILLUMINA;Paired;;SRX9601883;SRA","Poultry","Poultry","Gallus gallus; Age: 62 wk; Broiler breeder farm",2015,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951417","SRS7805621","2021-08-01","2021-07-01","ESC_WA2218AA",NA,390,"ST95 Cplx","",NA,37,38,86,37,17,11,26
"ESC_WA2219AA","E. coli 34-R26","SRR13162957;ILLUMINA;Paired;;SRX9601882;SRA","Poultry","Poultry","Gallus gallus; Age: 62 wk; Broiler breeder farm",2015,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951416","SRS7805620","2021-08-01","2021-07-01","ESC_WA2219AA",NA,390,"ST95 Cplx","",NA,37,38,86,37,17,11,26
"ESC_WA2220AA","E. coli 33-R26","SRR13162958;ILLUMINA;Paired;;SRX9601881;SRA","Poultry","Poultry","Gallus gallus; Age: 62 wk; Broiler breeder farm",2015,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951415","SRS7805619","2021-08-01","2021-07-01","ESC_WA2220AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_WA2221AA","E. coli 1037-R32","SRR13162959;ILLUMINA;Paired;;SRX9601880;SRA","Poultry","Poultry","Gallus gallus; Age: 58 wk; Broiler breeder farm",2018,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951450","SRS7805618","2021-08-01","2021-07-01","ESC_WA2221AA",NA,95,"ST95 Cplx","B2",NA,37,38,19,37,17,11,26
"ESC_WA2222AA","E. coli 1034-R32","SRR13162960;ILLUMINA;Paired;;SRX9601879;SRA","Poultry","Poultry","Gallus gallus; Age: 58 wk; Broiler breeder farm",2018,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951449","SRS7805617","2021-08-01","2021-07-01","ESC_WA2222AA",NA,95,"ST95 Cplx","B2",NA,37,38,19,37,17,11,26
"ESC_WA2223AA","E. coli 962-R32","SRR13162961;ILLUMINA;Paired;;SRX9601878;SRA","Poultry","Poultry","Gallus gallus; Age: 51 wk; Broiler breeder farm",2018,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951448","SRS7805616","2021-08-01","2021-07-01","ESC_WA2223AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
